2239,"Bassel Al-Assad International Airport","Latakia","Syria","LTK","OSLK",35.401100158691406,35.948699951171875,157,2,"E","Asia/Damascus","airport","OurAirports"
2240,"Palmyra Airport","Palmyra","Syria","PMS","OSPR",34.5574,38.316898,1322,2,"E","Asia/Damascus","airport","OurAirports"
2241,"Doha International Airport","Doha","Qatar",\N,"OTBD",25.261100769,51.5651016235,35,3,"U","Asia/Qatar","airport","OurAirports"
2242,"Canton Island Airport","Canton Island","Kiribati","CIS","PCIS",-2.7681200504300003,-171.710006714,9,13,"U","Pacific/Enderbury","airport","OurAirports"
2243,"Rota International Airport","Rota","Northern Mariana Islands","ROP","PGRO",14.174300193786621,145.2429962158203,607,10,"U","Pacific/Saipan","airport","OurAirports"
2244,"Saipan International Airport","Saipan","Northern Mariana Islands","SPN","PGSN",15.119000434899998,145.729003906,215,10,"U","Pacific/Saipan","airport","OurAirports"
2245,"Andersen Air Force Base","Andersen","Guam","UAM","PGUA",13.584,144.929993,627,10,"U","Pacific/Guam","airport","OurAirports"
2246,"Antonio B. Won Pat International Airport","Agana","Guam","GUM","PGUM",13.4834003448,144.796005249,298,10,"U","Pacific/Guam","airport","OurAirports"
2247,"Tinian International Airport","West Tinian","Northern Mariana Islands","TIQ","PGWT",14.999199867248535,145.61900329589844,271,10,"U","Pacific/Saipan","airport","OurAirports"
2249,"Marshall Islands International Airport","Majuro","Marshall Islands","MAJ","PKMJ",7.064760208129883,171.27200317382812,6,12,"U","Pacific/Majuro","airport","OurAirports"
2250,"Dyess Army Air Field","Kwajalein","Marshall Islands",\N,"PKRO",9.396889686580002,167.470993042,9,12,"U","Pacific/Majuro","airport","OurAirports"
2251,"Bucholz Army Air Field","Kwajalein","Marshall Islands","KWA","PKWA",8.720120429992676,167.73199462890625,9,12,"U","Pacific/Majuro","airport","OurAirports"
2252,"Cassidy International Airport","Kiritimati","Kiribati","CXI","PLCH",1.9861600399017334,-157.35000610351562,5,-12,"U",\N,"airport","OurAirports"
2253,"Henderson Field","Midway","Midway Islands","MDY","PMDY",28.20170021057129,-177.38099670410156,13,-11,"U","Pacific/Midway","airport","OurAirports"
2254,"Chuuk International Airport","Chuuk","Micronesia","TKK","PTKK",7.461870193481445,151.84300231933594,11,10,"U","Pacific/Truk","airport","OurAirports"
2255,"Pohnpei International Airport","Pohnpei","Micronesia","PNI","PTPN",6.985099792480469,158.20899963378906,10,11,"U","Pacific/Ponape","airport","OurAirports"
2256,"Babelthuap Airport","Babelthuap","Palau","ROR","PTRO",7.367650032043457,134.54400634765625,176,9,"U","Pacific/Palau","airport","OurAirports"
2257,"Kosrae International Airport","Kosrae","Micronesia","KSA","PTSA",5.35698,162.957993,11,11,"U","Pacific/Kosrae","airport","OurAirports"
2258,"Yap International Airport","Yap","Micronesia","YAP","PTYA",9.49891,138.082993,91,10,"U","Pacific/Truk","airport","OurAirports"
2259,"Kinmen Airport","Kinmen","Taiwan","KNH","RCBS",24.427900314331055,118.35900115966797,93,8,"U","Asia/Taipei","airport","OurAirports"
2260,"Pingtung South Airport","Pingtung","Taiwan",\N,"RCDC",22.672399520874023,120.46199798583984,78,8,"U","Asia/Taipei","airport","OurAirports"
2261,"Longtan Air Base","Longtang","Taiwan",\N,"RCDI",24.855100631713867,121.23799896240234,790,8,"U","Asia/Taipei","airport","OurAirports"
2262,"Taitung Airport","Fengnin","Taiwan","TTT","RCFN",22.7549991607666,121.10199737548828,143,8,"U","Asia/Taipei","airport","OurAirports"
2263,"Lyudao Airport","Green Island","Taiwan","GNI","RCGI",22.673900604248047,121.46600341796875,28,8,"U","Asia/Taipei","airport","OurAirports"
2264,"Kaohsiung International Airport","Kaohsiung","Taiwan","KHH","RCKH",22.57710075378418,120.3499984741211,31,8,"U","Asia/Taipei","airport","OurAirports"
2265,"Chiayi Airport","Chiayi","Taiwan","CYI","RCKU",23.46179962158203,120.39299774169922,85,8,"U","Asia/Taipei","airport","OurAirports"
2267,"Lanyu Airport","Lanyu","Taiwan","KYD","RCLY",22.027000427246094,121.53500366210938,44,8,"U","Asia/Taipei","airport","OurAirports"
2268,"Taichung Ching Chuang Kang Airport","Taichung","Taiwan","RMQ","RCMQ",24.264699935913086,120.62100219726562,663,8,"N","Asia/Taipei","airport","OurAirports"
2270,"Tainan Airport","Tainan","Taiwan","TNN","RCNN",22.95039939880371,120.20600128173828,63,8,"U","Asia/Taipei","airport","OurAirports"
2271,"Hsinchu Air Base","Hsinchu","Taiwan",\N,"RCPO",24.8180007935,120.939002991,26,8,"U","Asia/Taipei","airport","OurAirports"
2272,"Makung Airport","Makung","Taiwan","MZG","RCQC",23.568700790405273,119.62799835205078,103,8,"U","Asia/Taipei","airport","OurAirports"
2273,"Chihhang Air Base","Taitung","Taiwan",\N,"RCQS",22.793100357055664,121.18199920654297,121,8,"U","Asia/Taipei","airport","OurAirports"
2274,"Pingtung North Airport","Pingtung","Taiwan","PIF","RCSQ",22.700199127197266,120.48200225830078,97,8,"U","Asia/Taipei","airport","OurAirports"
2275,"Taipei Songshan Airport","Taipei","Taiwan","TSA","RCSS",25.069400787353516,121.552001953125,18,8,"U","Asia/Taipei","airport","OurAirports"
2276,"Taiwan Taoyuan International Airport","Taipei","Taiwan","TPE","RCTP",25.0777,121.233002,106,8,"U","Asia/Taipei","airport","OurAirports"
2277,"Wang-an Airport","Wang An","Taiwan","WOT","RCWA",23.367372512817383,119.50277709960938,115,8,"U","Asia/Taipei","airport","OurAirports"
2278,"Hualien Airport","Hualien","Taiwan","HUN","RCYU",24.023099899291992,121.61799621582031,52,8,"U","Asia/Taipei","airport","OurAirports"
2279,"Narita International Airport","Tokyo","Japan","NRT","RJAA",35.7647018433,140.386001587,141,9,"U","Asia/Tokyo","airport","OurAirports"
2280,"Matsumoto Airport","Matsumoto","Japan","MMJ","RJAF",36.16680145263672,137.92300415039062,2182,9,"U","Asia/Tokyo","airport","OurAirports"
2281,"Hyakuri Airport","Ibaraki","Japan","IBR","RJAH",36.181098938,140.414993286,105,9,"U","Asia/Tokyo","airport","OurAirports"
2282,"Minami Torishima Airport","Minami Tori Shima","Japan",\N,"RJAM",24.2896995544,153.979003906,22,9,"U","Asia/Tokyo","airport","OurAirports"
2283,"Iwo Jima Airport","Iwojima","Japan","IWO","RJAW",24.784000396728516,141.322998046875,384,9,"U","Asia/Tokyo","airport","OurAirports"
2284,"Nanki Shirahama Airport","Nanki-shirahama","Japan","SHM","RJBD",33.6622009277,135.363998413,298,9,"U","Asia/Tokyo","airport","OurAirports"
2285,"Kohnan Airport","Kohnan","Japan",\N,"RJBK",34.59080123901367,133.93299865722656,3,9,"U","Asia/Tokyo","airport","OurAirports"
2286,"Tokachi-Obihiro Airport","Obihiro","Japan","OBO","RJCB",42.7332992554,143.216995239,505,9,"U","Asia/Tokyo","airport","OurAirports"
2287,"New Chitose Airport","Sapporo","Japan","CTS","RJCC",42.77519989013672,141.69200134277344,82,9,"U","Asia/Tokyo","airport","OurAirports"
2288,"Hakodate Airport","Hakodate","Japan","HKD","RJCH",41.7700004578,140.822006226,151,9,"U","Asia/Tokyo","airport","OurAirports"
2289,"Chitose Air Base","Chitose","Japan","SPK","RJCJ",42.79449844359999,141.666000366,87,9,"U","Asia/Tokyo","airport","OurAirports"
2290,"Memanbetsu Airport","Memanbetsu","Japan","MMB","RJCM",43.8805999756,144.164001465,135,9,"U","Asia/Tokyo","airport","OurAirports"
2291,"Nakashibetsu Airport","Nakashibetsu","Japan","SHB","RJCN",43.5774993896,144.960006714,234,9,"U","Asia/Tokyo","airport","OurAirports"
2293,"Tokachi Airport","Tokachi","Japan",\N,"RJCT",42.890499114990234,143.1580047607422,281,9,"U","Asia/Tokyo","airport","OurAirports"
2294,"Wakkanai Airport","Wakkanai","Japan","WKJ","RJCW",45.4042015076,141.800994873,30,9,"U","Asia/Tokyo","airport","OurAirports"
2295,"Iki Airport","Iki","Japan","IKI","RJDB",33.7490005493,129.785003662,41,9,"U","Asia/Tokyo","airport","OurAirports"
2296,"Yamaguchi Ube Airport","Yamaguchi","Japan","UBJ","RJDC",33.930000305200004,131.279006958,23,9,"U","Asia/Tokyo","airport","OurAirports"
2297,"Tsushima Airport","Tsushima","Japan","TSJ","RJDT",34.2849006653,129.330993652,213,9,"U","Asia/Tokyo","airport","OurAirports"
2298,"Monbetsu Airport","Monbetsu","Japan","MBE","RJEB",44.303901672399995,143.404006958,80,9,"U","Asia/Tokyo","airport","OurAirports"
2299,"Asahikawa Airport","Asahikawa","Japan","AKJ","RJEC",43.670799255371094,142.44700622558594,721,9,"U","Asia/Tokyo","airport","OurAirports"
2300,"Okushiri Airport","Okushiri","Japan","OIR","RJEO",42.0717010498,139.432998657,161,9,"U","Asia/Tokyo","airport","OurAirports"
2301,"Rishiri Airport","Rishiri Island","Japan","RIS","RJER",45.2420005798,141.186004639,112,9,"U","Asia/Tokyo","airport","OurAirports"
2302,"Ashiya Airport","Ashiya","Japan",\N,"RJFA",33.88309860229492,130.6529998779297,98,9,"U","Asia/Tokyo","airport","OurAirports"
2303,"Yakushima Airport","Yakushima","Japan","KUM","RJFC",30.3855991364,130.658996582,124,9,"U","Asia/Tokyo","airport","OurAirports"
2304,"Fukue Airport","Fukue","Japan","FUJ","RJFE",32.66630172729492,128.83299255371094,273,9,"U","Asia/Tokyo","airport","OurAirports"
2305,"Fukuoka Airport","Fukuoka","Japan","FUK","RJFF",33.585899353027344,130.4510040283203,32,9,"U","Asia/Tokyo","airport","OurAirports"
2306,"New Tanegashima Airport","Tanegashima","Japan","TNE","RJFG",30.605100631699997,130.990997314,768,9,"U","Asia/Tokyo","airport","OurAirports"
2307,"Kagoshima Airport","Kagoshima","Japan","KOJ","RJFK",31.80340003967285,130.718994140625,906,9,"U","Asia/Tokyo","airport","OurAirports"
2308,"Miyazaki Airport","Miyazaki","Japan","KMI","RJFM",31.877199173,131.449005127,20,9,"U","Asia/Tokyo","airport","OurAirports"
2309,"Nyutabaru Airport","Nyutabaru","Japan",\N,"RJFN",32.08359909057617,131.4510040283203,259,9,"U","Asia/Tokyo","airport","OurAirports"
2310,"Oita Airport","Oita","Japan","OIT","RJFO",33.479400634799994,131.736999512,19,9,"U","Asia/Tokyo","airport","OurAirports"
2311,"Kitakyūshū Airport","Kitakyushu","Japan","KKJ","RJFR",33.8459014893,131.035003662,21,9,"U","Asia/Tokyo","airport","OurAirports"
2312,"Kumamoto Airport","Kumamoto","Japan","KMJ","RJFT",32.83729934692383,130.85499572753906,642,9,"U","Asia/Tokyo","airport","OurAirports"
2313,"Nagasaki Airport","Nagasaki","Japan","NGS","RJFU",32.916900634799994,129.914001465,15,9,"U","Asia/Tokyo","airport","OurAirports"
2314,"Kanoya Airport","Kanoya","Japan",\N,"RJFY",31.367599487304688,130.84500122070312,214,9,"U","Asia/Tokyo","airport","OurAirports"
2315,"Tsuiki Air Field","Tsuiki","Japan",\N,"RJFZ",33.6850013733,131.039993286,55,9,"U","Asia/Tokyo","airport","OurAirports"
2316,"Amami Airport","Amami","Japan","ASJ","RJKA",28.430599212646484,129.71299743652344,27,9,"U","Asia/Tokyo","airport","OurAirports"
2317,"Okierabu Airport","Okierabu","Japan",\N,"RJKB",27.4255008698,128.701004028,101,9,"U","Asia/Tokyo","airport","OurAirports"
2318,"Tokunoshima Airport","Tokunoshima","Japan","TKN","RJKN",27.83639907836914,128.88099670410156,17,9,"U","Asia/Tokyo","airport","OurAirports"
2319,"Fukui Airport","Fukui","Japan",\N,"RJNF",36.1427993774,136.223999023,19,9,"U","Asia/Tokyo","airport","OurAirports"
2320,"Gifu Airport","Gifu","Japan",\N,"RJNG",35.394100189208984,136.8699951171875,128,9,"U","Asia/Tokyo","airport","OurAirports"
2321,"Hamamatsu Airport","Hamamatsu","Japan",\N,"RJNH",34.75019836425781,137.7030029296875,150,9,"U","Asia/Tokyo","airport","OurAirports"
2322,"Komatsu Airport","Kanazawa","Japan","KMQ","RJNK",36.39459991455078,136.40699768066406,36,9,"U","Asia/Tokyo","airport","OurAirports"
2323,"Oki Airport","Oki Island","Japan","OKI","RJNO",36.18109893798828,133.3249969482422,311,9,"U","Asia/Tokyo","airport","OurAirports"
2324,"Toyama Airport","Toyama","Japan","TOY","RJNT",36.64830017089844,137.18800354003906,95,9,"U","Asia/Tokyo","airport","OurAirports"
2325,"Shizuhama Airport","Yaizu","Japan",\N,"RJNY",34.812801361083984,138.29800415039062,23,9,"U","Asia/Tokyo","airport","OurAirports"
2326,"Hiroshima Airport","Hiroshima","Japan","HIJ","RJOA",34.4361000061,132.919006348,1088,9,"U","Asia/Tokyo","airport","OurAirports"
2327,"Okayama Airport","Okayama","Japan","OKJ","RJOB",34.7569007874,133.854995728,806,9,"U","Asia/Tokyo","airport","OurAirports"
2328,"Izumo Airport","Izumo","Japan","IZO","RJOC",35.4136009216,132.88999939,15,9,"U","Asia/Tokyo","airport","OurAirports"
2329,"Hofu Airport","Hofu","Japan",\N,"RJOF",34.034698486328125,131.5489959716797,7,9,"U","Asia/Tokyo","airport","OurAirports"
2330,"Miho Yonago Airport","Miho","Japan","YGJ","RJOH",35.4921989440918,133.23599243164062,20,9,"U","Asia/Tokyo","airport","OurAirports"
2332,"Kōchi Ryōma Airport","Kochi","Japan","KCZ","RJOK",33.5461006165,133.669006348,42,9,"U","Asia/Tokyo","airport","OurAirports"
2333,"Matsuyama Airport","Matsuyama","Japan","MYJ","RJOM",33.82720184326172,132.6999969482422,25,9,"U","Asia/Tokyo","airport","OurAirports"
2334,"Osaka International Airport","Osaka","Japan","ITM","RJOO",34.785499572753906,135.43800354003906,50,9,"U","Asia/Tokyo","airport","OurAirports"
2335,"Tottori Airport","Tottori","Japan","TTJ","RJOR",35.5301017761,134.167007446,65,9,"U","Asia/Tokyo","airport","OurAirports"
2336,"Tokushima Airport","Tokushima","Japan","TKS","RJOS",34.1328010559,134.606994629,26,9,"U","Asia/Tokyo","airport","OurAirports"
2337,"Takamatsu Airport","Takamatsu","Japan","TAK","RJOT",34.214199066199996,134.01600647,607,9,"U","Asia/Tokyo","airport","OurAirports"
2338,"Yao Airport","Osaka","Japan",\N,"RJOY",34.59629821777344,135.60299682617188,39,9,"U","Asia/Tokyo","airport","OurAirports"
2339,"Ozuki Airport","Ozuki","Japan",\N,"RJOZ",34.0452995300293,131.052001953125,13,9,"U","Asia/Tokyo","airport","OurAirports"
2340,"Aomori Airport","Aomori","Japan","AOJ","RJSA",40.73469924926758,140.6909942626953,664,9,"U","Asia/Tokyo","airport","OurAirports"
2341,"Yamagata Airport","Yamagata","Japan","GAJ","RJSC",38.411899566699994,140.371002197,353,9,"U","Asia/Tokyo","airport","OurAirports"
2342,"Sado Airport","Sado","Japan","SDS","RJSD",38.0601997375,138.414001465,88,9,"U","Asia/Tokyo","airport","OurAirports"
2343,"Hachinohe Airport","Hachinoe","Japan",\N,"RJSH",40.556400299072266,141.46600341796875,152,9,"U","Asia/Tokyo","airport","OurAirports"
2344,"Hanamaki Airport","Hanamaki","Japan","HNA","RJSI",39.4286003112793,141.13499450683594,297,9,"U","Asia/Tokyo","airport","OurAirports"
2345,"Akita Airport","Akita","Japan","AXT","RJSK",39.6156005859375,140.218994140625,313,9,"U","Asia/Tokyo","airport","OurAirports"
2346,"Misawa Air Base","Misawa","Japan","MSJ","RJSM",40.703201293899994,141.367996216,119,9,"U","Asia/Tokyo","airport","OurAirports"
2347,"Sendai Airport","Sendai","Japan","SDJ","RJSS",38.1397018433,140.917007446,15,9,"U","Asia/Tokyo","airport","OurAirports"
2348,"Matsushima Air Base","Matsushima","Japan",\N,"RJST",38.4048995972,141.220001221,7,9,"U","Asia/Tokyo","airport","OurAirports"
2350,"Atsugi Naval Air Facility","Atsugi","Japan",\N,"RJTA",35.4546012878418,139.4499969482422,205,9,"U","Asia/Tokyo","airport","OurAirports"
2351,"Tateyama Airport","Tateyama","Japan",\N,"RJTE",34.987099,139.828995,10,9,"U","Asia/Tokyo","airport","OurAirports"
2352,"Hachijojima Airport","Hachijojima","Japan","HAC","RJTH",33.1150016785,139.785995483,303,9,"U","Asia/Tokyo","airport","OurAirports"
2353,"Iruma Air Base","Iruma","Japan",\N,"RJTJ",35.84189987182617,139.41099548339844,295,9,"U","Asia/Tokyo","airport","OurAirports"
2354,"Kisarazu Airport","Kisarazu","Japan",\N,"RJTK",35.39830017089844,139.91000366210938,10,9,"U","Asia/Tokyo","airport","OurAirports"
2355,"Shimofusa Airport","Shimofusa","Japan",\N,"RJTL",35.79890060424805,140.01100158691406,98,9,"U","Asia/Tokyo","airport","OurAirports"
2356,"Oshima Airport","Oshima","Japan","OIM","RJTO",34.782001495399996,139.36000061,130,9,"U","Asia/Tokyo","airport","OurAirports"
2358,"Kastner Army Heliport","Zama","Japan",\N,"RJTR",35.5138015747,139.393997192,360,9,"U","Asia/Tokyo","airport","OurAirports"
2359,"Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT",35.552299,139.779999,35,9,"U","Asia/Tokyo","airport","OurAirports"
2360,"Yokota Air Base","Yokota","Japan","OKO","RJTY",35.74850082397461,139.34800720214844,463,9,"U","Asia/Tokyo","airport","OurAirports"
2361,"Gwangju Airport","Kwangju","South Korea","KWJ","RKJJ",35.1263999939,126.808998108,39,9,"U","Asia/Seoul","airport","OurAirports"
2364,"Jeon Ju Airport","Jhunju","South Korea","CHN","RKJU",35.87839889526367,127.12000274658203,96,9,"U","Asia/Seoul","airport","OurAirports"
2365,"Yeosu Airport","Yeosu","South Korea","RSU","RKJY",34.84230041503906,127.61699676513672,53,9,"U","Asia/Seoul","airport","OurAirports"
2366,"Sokcho Airport","Sokch'o","South Korea","SHO","RKND",38.142601013183594,128.5989990234375,92,9,"U","Asia/Seoul","airport","OurAirports"
2367,"Gangneung Airport","Kangnung","South Korea","KAG","RKNN",37.753601074200006,128.944000244,35,9,"U","Asia/Seoul","airport","OurAirports"
2370,"Jeju International Airport","Cheju","South Korea","CJU","RKPC",33.51129913330078,126.49299621582031,118,9,"U","Asia/Seoul","airport","OurAirports"
2371,"Jinhae Airport","Chinhae","South Korea",\N,"RKPE",35.14120101928711,128.6959991455078,8,9,"U","Asia/Seoul","airport","OurAirports"
2372,"Gimhae International Airport","Busan","South Korea","PUS","RKPK",35.1795005798,128.93800354,6,9,"U","Asia/Seoul","airport","OurAirports"
2374,"Ulsan Airport","Ulsan","South Korea","USN","RKPU",35.59349823,129.352005005,45,9,"U","Asia/Seoul","airport","OurAirports"
2375,"A 511 Airport","Pyongtaek","South Korea",\N,"RKSG",36.96220016479492,127.03099822998047,51,9,"U","Asia/Seoul","airport","OurAirports"
2376,"Seoul Air Base","Seoul East","South Korea","SSN","RKSM",37.44580078125,127.11399841308594,92,9,"U","Asia/Seoul","airport","OurAirports"
2377,"Osan Air Base","Osan","South Korea","OSN","RKSO",37.090599,127.029999,38,9,"U","Asia/Seoul","airport","OurAirports"
2378,"Gimpo International Airport","Seoul","South Korea","GMP","RKSS",37.5583000183,126.791000366,58,9,"U","Asia/Seoul","airport","OurAirports"
2379,"Suwon Airport","Suwon","South Korea","SWU","RKSW",37.23939895629883,127.00700378417969,88,9,"U","Asia/Seoul","airport","OurAirports"
2380,"Pohang Airport","Pohang","South Korea","KPO","RKTH",35.9878997803,129.419998169,70,9,"U","Asia/Seoul","airport","OurAirports"
2381,"Daegu Airport","Taegu","South Korea","TAE","RKTN",35.894100189199996,128.658996582,116,9,"U","Asia/Seoul","airport","OurAirports"
2383,"Yecheon Airport","Yechon","South Korea","YEC","RKTY",36.631900787354,128.35499572754,354,9,"U","Asia/Seoul","airport","OurAirports"
